show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,year_added,month_added,day_added,is_movie,cleaned_description,rating_G,rating_PG,rating_PG-13,rating_TV-14,rating_TV-G,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV
s685,Movie,Boundin',Bud Luckey,Bud Luckey,United States,2019-11-12,2004,6 min,"Animation, Family, Kids",The musical story of a dancing sheep.,2019.0,11.0,12.0,1,musical story dancing sheep,True,False,False,False,False,False,False,False,False
s686,TV Show,Boy Meets World,Unknown,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris",United States,2019-11-12,1993,7 Seasons,"Comedy, Coming of Age, Family","Adolescent Cory Matthews grows up, and faces problems with friends, family, and school.",2019.0,11.0,12.0,0,adolescent cory matthew grows face problem friend family school,False,False,False,False,False,True,False,False,False
s687,Movie,Brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom",2019-11-12,2012,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.,2019.0,11.0,12.0,1,princess merida must undo beastly curse late,False,True,False,False,False,False,False,False,False
s688,Movie,Brave Little Toaster to the Rescue,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",United States,2019-11-12,1999,75 min,"Action-Adventure, Animation",The gang tries to save their animal pals from being sent to a testing lab.,2019.0,11.0,12.0,1,gang try save animal pal sent testing lab,False,False,False,False,True,False,False,False,False
s689,Movie,Breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,2019-11-12,2017,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,2019.0,11.0,12.0,1,three world elite distance runner set break marathon barrier,False,False,False,False,False,True,False,False,False
s690,Movie,Brink!,Greg Beeman,"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker, Geoffrey Blake, Patrick Levis",United States,2019-11-12,1998,90 min,"Coming of Age, Drama, Sports",An in-line skater quits his crew to join a corporate-sponsored team.,2019.0,11.0,12.0,1,skater quits crew join team,False,False,False,False,True,False,False,False,False
s691,Movie,Brother Bear,"Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney",United States,2019-11-12,2003,90 min,"Action-Adventure, Animation, Family",A boy transformed into a bear makes an epic journey to become human again.,2019.0,11.0,12.0,1,boy transformed bear make epic journey become human,True,False,False,False,False,False,False,False,False
s692,Movie,Brother Bear 2,Benjamin Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin",United States,2019-11-12,2006,78 min,"Action-Adventure, Animation, Family",Bear Kenai is haunted by dreams of his previous life as a human child.,2019.0,11.0,12.0,1,bear kenai haunted dream previous life human child,True,False,False,False,False,False,False,False,False
s693,Movie,Buffalo Dreams,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",United States,2019-11-12,2005,90 min,"Buddy, Coming of Age, Drama",Two teenagers are sent on a vision quest by a Navajo elder.,2019.0,11.0,12.0,1,two teenager sent vision quest navajo elder,False,False,False,False,True,False,False,False,False
s694,TV Show,Bug Juice: My Adventures at Camp,Unknown,Unknown,United States,2019-11-12,2017,1 Season,"Coming of Age, Docuseries, Family",Camp Waziyatah opens its doors for a fun summer.,2019.0,11.0,12.0,0,camp waziyatah open door fun summer,False,False,False,False,True,False,False,False,False
s695,Movie,BURN-E,Angus MacLane,"Angus MacLane, Tessa Swigart",United States,2019-11-12,2008,8 min,"Animation, Comedy, Family",BURN-E the welding bot is locked out of the star liner.,2019.0,11.0,12.0,1,welding bot locked star liner,False,False,False,False,True,False,False,False,False
s696,Movie,Cadet Kelly,Larry Shaw,"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer","United States, Canada",2019-11-12,2002,100 min,"Comedy, Coming of Age",An artsy teen goes from fab to drab after enrolling in a military academy.,2019.0,11.0,12.0,1,artsy teen go fab drab enrolling military academy,False,False,False,False,True,False,False,False,False
s697,Movie,Camp Nowhere,Jonathan Prince,"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson",United States,2019-11-12,1994,96 min,"Comedy, Coming of Age, Family",An actor and some teenagers create the summer camp of their dreams.,2019.0,11.0,12.0,1,actor teenager create summer camp dream,False,True,False,False,False,False,False,False,False
s698,Movie,Camp Rock,Matthew Diamond,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown",United States,2019-11-12,2008,96 min,"Coming of Age, Music, Musical",Mitchie gets the chance to spend a summer at a prestigious music camp.,2019.0,11.0,12.0,1,mitchie get chance spend summer prestigious music camp,False,False,False,False,True,False,False,False,False
s699,Movie,Camp Rock 2: The Final Jam,Paul Hoen,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash",United States,2019-11-12,2010,101 min,"Coming of Age, Music, Musical","To save Camp Rock, Mitchie challenges Camp Star to a final jam.",2019.0,11.0,12.0,1,save camp rock mitchie challenge camp star final jam,False,False,False,False,True,False,False,False,False
s700,Movie,Can of Worms,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford","United States, Canada",2019-11-12,1999,84 min,"Comedy, Coming of Age, Science Fiction",Aliens invade when a teen asks for intergalactic help to escape Earth.,2019.0,11.0,12.0,1,alien invade teen asks intergalactic help escape earth,False,False,False,False,False,True,False,False,False
s701,Movie,Candleshoe,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan","United Kingdom, United States",2019-11-12,1978,101 min,"Comedy, Coming of Age, Crime",A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.,2019.0,11.0,12.0,1,tomboy con nobleman find treasure trove spanish doubloon,True,False,False,False,False,False,False,False,False
s702,Movie,Canine Caddy,Clyde Geronimi,Unknown,United States,2019-11-12,1941,8 min,"Animation, Comedy, Family",Pluto caddies for Mickey on the golf course. See details for advisory.,2019.0,11.0,12.0,1,pluto caddy mickey golf course see detail advisory,False,False,False,False,True,False,False,False,False
s703,Movie,Cars,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub",United States,2019-11-12,2006,117 min,"Animation, Comedy, Family",Race car Lightning McQueen gets stranded in a small town on Route 66.,2019.0,11.0,12.0,1,race car lightning mcqueen get stranded small town route,True,False,False,False,False,False,False,False,False
s704,Movie,Cars 2,John Lasseter,"Owen Wilson, Larry the Cable Guy , Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard",United States,2019-11-12,2011,107 min,"Animation, Comedy, Family",Lightning McQueen and Mater go overseas to compete in the World Grand Prix.,2019.0,11.0,12.0,1,lightning mcqueen mater go overseas compete world grand prix,True,False,False,False,False,False,False,False,False
s705,Movie,Cars 3,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy , Armie Hammer",United States,2019-11-12,2017,103 min,"Animation, Comedy, Family",Lightning McQueen must face a new generation of racers.,2019.0,11.0,12.0,1,lightning mcqueen must face new generation racer,True,False,False,False,False,False,False,False,False
s706,Movie,Cars Toon: Air Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan",United States,2019-11-12,2011,5 min,"Animation, Comedy, Family",Mater’s decision to fly lands him at a big airshow.,2019.0,11.0,12.0,1,mater decision fly land big airshow,False,False,False,False,True,False,False,False,False
s707,Movie,Cars Toon: Heavy Metal Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,5 min,"Animation, Comedy, Family",Mater is a rock star in a heavy metal band.,2019.0,11.0,12.0,1,mater rock star heavy metal band,False,False,False,False,True,False,False,False,False
s708,Movie,Cars Toon: Hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",United States,2019-11-12,2013,3 min,"Animation, Comedy, Family",Lighting McQueen gets the hiccups.,2019.0,11.0,12.0,1,lighting mcqueen get hiccup,False,False,False,False,True,False,False,False,False
s709,Movie,Cars Toon: Mater Private Eye,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,6 min,"Animation, Comedy, Family",Mater searches for clues on a major crime scene.,2019.0,11.0,12.0,1,mater search clue major crime scene,False,False,False,False,False,False,False,True,False
s710,Movie,Cars Toon: Mater the Greater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2008,5 min,"Animation, Comedy, Family",Mater the Greater is a famous daredevil.,2019.0,11.0,12.0,1,mater greater famous daredevil,False,False,False,False,False,False,False,True,False
s711,Movie,Cars Toon: Monster Truck Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,6 min,"Animation, Comedy, Family",Mater is a monster truck wrestler.,2019.0,11.0,12.0,1,mater monster truck wrestler,False,False,False,False,False,False,False,True,False
s712,Movie,Cars Toon: The Radiator Springs 500 1/2,"Rob Gibbs, Scott Morse","Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann",United States,2019-11-12,2014,6 min,"Animation, Comedy, Family",Baja racers descend on Radiator Springs.,2019.0,11.0,12.0,1,baja racer descend radiator spring,False,False,False,False,False,False,False,True,False
s713,Movie,Casebusters,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",United States,2019-11-12,1986,46 min,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.,2019.0,11.0,12.0,1,sibling sleuth investigate crime threatens family business,False,False,False,False,False,True,False,False,False
s714,Movie,Cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,2019-11-12,1989,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,2019.0,11.0,12.0,1,american teen traverse african desert rescue adopted cheetah,True,False,False,False,False,False,False,False,False
s715,Movie,Chef Donald,Jack King,Unknown,United States,2019-11-12,1941,8 min,"Animation, Comedy, Family",Donald is inspired by a radio program to make waffles. See details for advisory.,2019.0,11.0,12.0,1,donald inspired radio program make waffle see detail advisory,False,False,False,False,True,False,False,False,False
s716,Movie,Chicken Little,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn",United States,2019-11-12,2005,84 min,"Animation, Comedy, Disaster","When disaster strikes, Chicken Little hatches a plan to save the day.",2019.0,11.0,12.0,1,disaster strike chicken little hatch plan save day,True,False,False,False,False,False,False,False,False
s717,TV Show,Chip 'n Dale's Rescue Rangers,Unknown,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille","United States, Taiwan, South Korea, China, Japan, United Kingdom",2019-11-12,1989,1 Season,"Action-Adventure, Animation, Comedy",Chip and Dale head a small group of animal characters who monitor the human and animal communities.,2019.0,11.0,12.0,0,chip dale head small group animal character monitor human animal community,False,False,False,False,True,False,False,False,False
s718,Movie,Chip an' Dale,Jack Hannah,Unknown,United States,2019-11-12,1947,7 min,"Animation, Comedy, Family",Chip and Dale have to save their home from Donald Duck. See details for advisory.,2019.0,11.0,12.0,1,chip dale save home donald duck see detail advisory,False,False,False,False,True,False,False,False,False
s719,Movie,Cinderella,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",United States,2019-11-12,1950,77 min,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.,2019.0,11.0,12.0,1,cinderella enchanted evening must end spell broken midnight,True,False,False,False,False,False,False,False,False
s720,Movie,Cinderella II: Dreams Come True,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,2019-11-12,2002,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",2019.0,11.0,12.0,1,three royal tale featuring cinderella life palace,True,False,False,False,False,False,False,False,False
s721,Movie,Cinderella III: A Twist in Time,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",United States,2019-11-12,2007,79 min,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.,2019.0,11.0,12.0,1,cinderella stepmother steal magic wand turn back time,True,False,False,False,False,False,False,False,False
s722,Movie,Clock Cleaners,Ben Sharpsteen,Unknown,United States,2019-11-12,1937,9 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",2019.0,11.0,12.0,1,mickey donald goofy trying clean clock tower see detail advisory,False,False,False,False,True,False,False,False,False
s723,Movie,Cloud 9,Paul Hoen,"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian",United States,2019-11-12,2014,89 min,Sports,Two unlikely friends must overcome self-doubt to achieve their dreams.,2019.0,11.0,12.0,1,two unlikely friend must overcome achieve dream,False,False,False,False,True,False,False,False,False
s724,Movie,College Road Trip,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",United States,2019-11-12,2008,84 min,"Comedy, Coming of Age, Family",An overprotective dad joins his daughter in search of the perfect college.,2019.0,11.0,12.0,1,overprotective dad join daughter search perfect college,True,False,False,False,False,False,False,False,False
s725,Movie,Confessions of a Teenage Drama Queen,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox","Germany, United States",2019-11-12,2004,91 min,"Comedy, Coming of Age",A dramatic teen moves…and finds her new school already has a drama queen.,2019.0,11.0,12.0,1,dramatic teen find new school already drama queen,False,True,False,False,False,False,False,False,False
s726,TV Show,Coop & Cami Ask The World (Shorts),Unknown,Unknown,Unknown,2019-11-12,2018,1 Season,"Comedy, Family, Game Show / Competition","Cooper and Cami Wrather co-host ""Would You Wrather.""",2019.0,11.0,12.0,0,cooper cami wrather would wrather,False,False,False,False,True,False,False,False,False
s727,Movie,Corn Chips,Jack Hannah,Unknown,United States,2019-11-12,1951,7 min,"Animation, Comedy, Family","Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory.",2019.0,11.0,12.0,1,donald trick chip dale shoveling snow table turn see detail advisory,False,False,False,False,True,False,False,False,False
s728,Movie,Cow Belles,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",United States,2019-11-12,2006,91 min,"Comedy, Coming of Age",Two ultra-spoiled sisters are put to work in their father's dairy.,2019.0,11.0,12.0,1,two sister put work father dairy,False,False,False,False,True,False,False,False,False
s729,TV Show,Crash & Bernstein,Unknown,"Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon",United States,2019-11-12,2012,2 Seasons,"Comedy, Fantasy, Kids","The only boy in a family, Wyatt creates a puppet brother.",2019.0,11.0,12.0,0,boy family wyatt creates puppet brother,False,False,False,False,False,False,False,True,False
s730,Movie,Dadnapped,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",United States,2019-11-12,2009,85 min,"Comedy, Mystery",Melissa Morris is due for adventure when her novelist father goes missing.,2019.0,11.0,12.0,1,melissa morris due adventure novelist father go missing,False,False,False,False,True,False,False,False,False
s731,Movie,Darby O'Gill and the Little People,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood",United States,2019-11-12,1959,91 min,"Family, Fantasy, Romance","Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory.",2019.0,11.0,12.0,1,seeking pot gold darby must match wit leprechaun see detail advisory,True,False,False,False,False,False,False,False,False
s732,TV Show,Darkwing Duck,Unknown,"Jim Cummings, Christine Cavanaugh, Terry McGovern, Frank Welker",United States,2019-11-12,1991,2 Seasons,"Action-Adventure, Animation, Kids","Darkwing Duck tells the adventures of the superhero, aided by his sidekick Launchpad McQuack.",2019.0,11.0,12.0,0,darkwing duck tell adventure superhero aided sidekick launchpad mcquack,False,False,False,False,False,False,False,True,False
s733,Movie,Davy Crockett and the River Pirates,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",United States,2019-11-12,1956,81 min,"Action-Adventure, Family, Historical",Davy Crockett encounters pirates en route to New Orleans. See details for advisory.,2019.0,11.0,12.0,1,davy crockett encounter pirate en route new orleans see detail advisory,True,False,False,False,False,False,False,False,False
s734,Movie,"Davy Crockett, King of the Wild Frontier",Norman Foster,"Fess Parker, Buddy Ebsen, Basil Ruysdael, Hans Conried, Pat Hogan, Ken Tobey",United States,2019-11-12,1955,93 min,"Action-Adventure, Family, Historical","Share Davy Crockett's legend, from the frontier to Congress to the Alamo. See details for advisory.",2019.0,11.0,12.0,1,share davy crockett legend frontier congress alamo see detail advisory,False,True,False,False,False,False,False,False,False
s735,Movie,Day & Night,Teddy Newton,Unknown,United States,2019-11-12,2010,8 min,"Animation, Comedy, Family","When Day and Night meet each other, sparks fly!",2019.0,11.0,12.0,1,day night meet spark fly,True,False,False,False,False,False,False,False,False
s736,Movie,Decorating Disney: Holiday Magic,Unknown,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",United States,2019-11-12,2017,42 min,"Documentary, Family, Reality",Disney Parks become the Merriest Places on Earth.,2019.0,11.0,12.0,1,disney park become merriest place earth,False,False,False,False,False,True,False,False,False
s737,Movie,Deep Blue,"Alastair Fothergill, Andy Byatt",Pierce Brosnan,"United Kingdom, Germany",2019-11-12,2005,91 min,"Animals & Nature, Documentary, Family",Join an epic underwater exploration into the secret lives of sea creatures.,2019.0,11.0,12.0,1,join epic underwater exploration secret life sea creature,True,False,False,False,False,False,False,False,False
s738,Movie,Descendants 2,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Brenna D'Amico",United States,2019-11-12,2017,114 min,"Coming of Age, Fantasy, Musical","Mal returns to the Isle of the Lost and confronts Uma, Ursula's daughter.",2019.0,11.0,12.0,1,mal return isle lost confronts uma ursula daughter,False,False,False,False,True,False,False,False,False
s739,Movie,Diary Of A Wimpy Kid,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding","United States, United Kingdom",2019-11-12,2010,93 min,"Comedy, Family","Greg faces the scariest, most humiliating experience of any kid’s life: middle school.",2019.0,11.0,12.0,1,greg face scariest humiliating experience kid life middle school,False,True,False,False,False,False,False,False,False
s740,Movie,Dinosaur,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel Wright",United States,2019-11-12,2000,84 min,"Action-Adventure, Animation, Family",An orphaned dinosaur joins others after a meteor destroys his home.,2019.0,11.0,12.0,1,orphaned dinosaur join others meteor destroys home,False,True,False,False,False,False,False,False,False
s741,Movie,Disney Adventures in Babysitting,John Schultz,"Sabrina Carpenter, Sofia Carson, Nikki Hahn, Mallory Mahoney, Max Gecowets, Jet Jurgensmeyer",United States,2019-11-12,2016,95 min,"Action-Adventure, Comedy, Coming of Age",Rival babysitters join forces to search the city for a kid who’s snuck out.,2019.0,11.0,12.0,1,rival babysitter join force search city kid snuck,False,False,False,False,True,False,False,False,False
s742,Movie,Disney Avalon High,Stuart Gillard,"Britt Robertson, Gregg Sulkin, Joey Pollari, Devon Graye, Molly Quinn, Don Lake",United States,2019-11-12,2010,91 min,"Coming of Age, Fantasy",Allie is convinced that her new high school is a contemporary Camelot.,2019.0,11.0,12.0,1,allie convinced new high school contemporary camelot,False,False,False,False,True,False,False,False,False
s743,Movie,Disney Bad Hair Day,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",Canada,2019-11-12,2015,93 min,"Buddy, Comedy, Coming of Age",Monica's prom day starts with bad hair…but ends with a great adventure.,2019.0,11.0,12.0,1,monica prom day start bad end great adventure,False,False,False,False,True,False,False,False,False
s744,TV Show,Disney Bizaardvark,Unknown,"Madison Hu, Olivia Rodrigo, Jake Paul, DeVore Ledridge, Ethan Wacker",United States,2019-11-12,2015,3 Seasons,"Buddy, Comedy, Family",Paige and Frankie produce an online comedy channel.,2019.0,11.0,12.0,0,paige frankie produce online comedy channel,False,False,False,False,False,True,False,False,False
s745,Movie,Disney Den Brother,Mark Taylor,"Hutch Dano, G. Hannelius, Maurice Godin, David Lambert, Kelsy Chow, Debra Mooney",United States,2019-11-12,2010,90 min,"Comedy, Coming of Age",A hockey star hangs up his skates and becomes a substitute scoutmaster.,2019.0,11.0,12.0,1,hockey star hang skate becomes substitute scoutmaster,False,False,False,False,True,False,False,False,False
s746,Movie,Disney Descendants,Kenny Ortega,"Dove Cameron, Cameron Boyce, Booboo Stewart, Sofia Carson, Mitchell Hope, Melanie Paxson",United States,2019-11-12,2015,114 min,"Coming of Age, Fantasy, Musical",The kids of Disney villains are given a shot at redemption at Auradon Prep.,2019.0,11.0,12.0,1,kid disney villain given shot redemption auradon prep,False,False,False,False,True,False,False,False,False
s747,TV Show,Disney Descendants Wicked World (Shorts),Unknown,Unknown,United States,2019-11-12,2015,2 Seasons,"Animation, Coming of Age, Fantasy",Descendants continues with new animated shorts!,2019.0,11.0,12.0,0,descendant continues new animated short,False,False,False,False,True,False,False,False,False
s748,TV Show,Disney DuckTales (Shorts),Unknown,Unknown,Unknown,2019-11-12,2016,1 Season,"Action-Adventure, Animation, Comedy",The McDuck family welcomes you to Duckburg!,2019.0,11.0,12.0,0,mcduck family welcome duckburg,False,False,False,False,False,False,False,True,False
s749,TV Show,Disney Evermoor,Unknown,"Naomi Sequeira, Jordan Loughran, Belinda Stewart-Wilson, Dan Fredenburgh, George Sear, Georgie Farmer",Unknown,2019-11-12,2017,1 Season,Series,Tara Crossley moves to Evermoor and realizes the English countryside is not as sleepy as it seems.,2019.0,11.0,12.0,0,tara crossley move evermoor realizes english countryside sleepy seems,False,False,False,False,False,True,False,False,False
s750,TV Show,Disney Family Sundays,Unknown,Unknown,United States,2019-11-12,2019,1 Season,"Anthology, Family, Lifestyle",Amber Kemp-Gerstel shares her love of crafting in a series of Disney-themed DIY projects.,2019.0,11.0,12.0,0,amber share love crafting series diy project,False,False,False,False,True,False,False,False,False
s751,TV Show,Disney Fast Layne,Unknown,"Sophie Pollono, Sofia Rosinsky, Brandon Rossel, Winslow Fegley",United States,2019-11-12,2018,1 Season,"Action-Adventure, Animation, Comedy",Twelve-year-old Layne Reed discovers a talking car.,2019.0,11.0,12.0,0,layne reed discovers talking car,False,False,False,False,True,False,False,False,False
s752,Movie,Disney Girl vs. Monster,Stuart Gillard,"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson","United States, Canada",2019-11-12,2012,90 min,"Action-Adventure, Comedy, Fantasy",The daughter of two monster-hunters must take on a monster of her own.,2019.0,11.0,12.0,1,daughter two must take monster,False,False,False,False,False,True,False,False,False
s753,TV Show,Disney Gravity Falls,Unknown,"Kristen Schaal, Jason Morgan, Alex Hirsch",United States,2019-11-12,2011,2 Seasons,"Action-Adventure, Animation, Comedy",Dipper and Mabel spend the summer with Grunkle Stan.,2019.0,11.0,12.0,0,dipper mabel spend summer grunkle stan,False,False,False,False,False,False,False,True,False
s754,TV Show,Disney Gravity Falls (Shorts),Unknown,Unknown,Unknown,2019-11-12,2012,1 Season,"Animation, Anthology, Comedy",Twins Dipper and Mabel enter the mysterious town of Gravity Falls for the summer.,2019.0,11.0,12.0,0,twin dipper mabel enter mysterious town gravity fall summer,False,False,False,False,True,False,False,False,False
s755,TV Show,Disney Jake and the Never Land Pirates,Unknown,"Madison Pettis, Colin Ford, Jonathan Heit, David Arquette, Corey Burton",United States,2019-11-12,2010,4 Seasons,"Action-Adventure, Animation, Fantasy",Jake sails for a treasure hunt against Captain Hook.,2019.0,11.0,12.0,0,jake sail treasure hunt captain hook,False,False,False,False,False,False,True,False,False
s756,TV Show,Disney JONAS,Unknown,"Kevin Jonas, Joe Jonas, Nick Jonas, Chelsea Staub, Nicole Anderson, John Ducey",United States,2019-11-12,2008,2 Seasons,"Comedy, Family, Kids","JONAS is the hottest rock band on the planet! Band members Nick, Kevin, and Joe are superstar idols.",2019.0,11.0,12.0,0,jonas hottest rock band planet band member nick kevin joe superstar idol,False,False,False,False,True,False,False,False,False
s757,TV Show,Disney Junior Music Nursery Rhymes,Unknown,Unknown,Unknown,2019-11-12,2017,2 Seasons,"Animation, Kids, Musical",Nursery Rhymes re-imagined with Disney Junior!,2019.0,11.0,12.0,0,nursery rhyme disney junior,False,False,False,False,False,False,True,False,False
s758,TV Show,Disney K.C. Undercover,Unknown,"Zendaya , Veronica Dunne, Kamil McFadden, Tammy Townsend, Kadeem Hardison",United States,2019-11-12,2014,3 Seasons,"Action-Adventure, Comedy, Kids",K.C. joins her spy family as its newest secret agent.,2019.0,11.0,12.0,0,join spy family newest secret agent,False,False,False,False,False,False,False,True,False
s759,TV Show,Disney Lab Rats: Elite Force,Unknown,"William Brent, Bradley Perry, Jake Short, Paris Berelc, Kelli Berglund",United States,2019-11-12,2015,1 Season,"Action-Adventure, Comedy, Coming of Age",The Lab Rats join forces with the Mighty Med team.,2019.0,11.0,12.0,0,lab rat join force mighty med team,False,False,False,False,False,False,False,True,False
s760,TV Show,Disney Legend of the Three Caballeros,Unknown,"Tony Anselmo, Jaime Camil, Eric Bauza, Grey Griffin, Wayne Knight, Kevin Richardson",United States,2019-11-12,2017,1 Season,"Action-Adventure, Animation, Comedy","Donald, Jose and Panchito inherit a magical atlas and travel the world battling mythical monsters.",2019.0,11.0,12.0,0,donald jose panchito inherit magical atlas travel world battling mythical monster,False,False,False,False,True,False,False,False,False
s761,TV Show,Disney Mickey Mouse Clubhouse,Unknown,"Wayne Allwine, Jim Cummings, Russi Taylor, Tony Anselmo, Bill Farmer, Tress MacNeille",United States,2019-11-12,2005,5 Seasons,"Animation, Kids",Mickey leads kids on an interactive adventure of learning.,2019.0,11.0,12.0,0,mickey lead kid interactive adventure learning,False,False,False,False,False,False,True,False,False
s762,TV Show,Disney Milo Murphy's Law,Unknown,"Al Yankovic, Sabrina Carpenter, Mekai Curtis",United States,2019-11-12,2016,2 Seasons,"Action-Adventure, Animation, Comedy","Around Milo, anything that can go wrong, will.",2019.0,11.0,12.0,0,around milo anything go wrong,False,False,False,False,False,False,False,True,False
s763,TV Show,Disney Minnie's Bow-Toons (Shorts),Unknown,Unknown,United States,2019-11-12,2011,3 Seasons,"Animation, Kids",Minnie Mouse teams up with Daisy to open up Minnie’s Bow-tique.,2019.0,11.0,12.0,0,minnie mouse team daisy open minnie,False,False,False,False,False,False,True,False,False
s764,TV Show,Disney Stuck In The Middle,Unknown,"Jenna Ortega, Ronni Hawk, Isaak Presley, Ariana Greenblatt, Kayla Maisonet, Nicolas Bechtel",United States,2019-11-12,2015,3 Seasons,"Comedy, Coming of Age, Family",Harley is stuck in the middle of a family with 7 kids!,2019.0,11.0,12.0,0,harley stuck middle family kid,False,False,False,False,False,True,False,False,False
